Trn# (Internal);OR_DEAL_NO;GID_ORG;TT deal number reference;Trn.Date;Date: Period value date;Counterpart;Instrument;Buy / Sell Flag (B/S);Nominal currency;Nominal amount;Price in display format;XSW Leg2 Price;Original Deal Contract Rate;Status (LIVE/MKT_OP/DEAD);AGENT;PURPOSE;Trader;CONTACT;Original Typology;Val status;NOS_ACC Credit;NOS_ACC Debit;SETL_MOD Credit;SETL_MOD Debit;
8831263;8755451;2967381;0;09/05/2016;09/05/2016;C_3980;USD/THB;S;USD;33750;34.8873;34.99;34.99;LIVE;FRC;OW;VAI09054;wanna;PROFWD;CONF;;;CORP;CORP;
8831864;8592674;2799991;0;09/05/2016;09/05/2016;C_3342;USD/THB;S;USD;150000;36.0421;36.07;36.07;LIVE;TBC;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8831386;8577932;2784815;0;09/05/2016;09/05/2016;C_3471;USD/THB;S;USD;164000;35.9032;35.92;35.92;LIVE;PHY;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8830310;8681280;2891268;0;09/05/2016;09/05/2016;C_121;USD/THB;S;USD;502300;35.7738;35.84;35.84;LIVE;PHY;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8830318;8725146;2936277;0;09/05/2016;09/05/2016;C_4801;EUR/THB;S;EUR;1679.68;39.1663;39.45;39.45;LIVE;FRC;OW;VAI09054;wanna;PROFWD;CONF;;;CORP;CORP;
8831397;8643497;2852210;0;09/05/2016;09/05/2016;C_3471;USD/THB;S;USD;25800;36.4373;36.49;36.49;LIVE;PHY;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8831426;8637293;2845792;0;09/05/2016;09/05/2016;C_3471;EUR/THB;S;EUR;6250;39.4703;39.6;39.6;LIVE;PHY;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8830333;8725146;2936277;0;09/05/2016;09/05/2016;C_4801;EUR/THB;S;EUR;51370.32;39.1663;39.45;39.45;LIVE;FRC;OW;VAI09054;wanna;PROFWD;CONF;;;CORP;CORP;
8830336;8725146;2936277;0;09/05/2016;09/05/2016;C_4801;EUR/THB;S;EUR;46950;39.1663;39.45;39.45;LIVE;073;TR;VAI09054;wanna;PROFWD;CONF;;;CORP;CORP;
8831830;8593202;2800531;0;09/05/2016;09/05/2016;C_3342;USD/THB;S;USD;180245.56;36.0721;36.1;36.1;LIVE;TBC;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8831839;8590521;2797790;0;09/05/2016;09/05/2016;C_3342;USD/THB;S;USD;200000;36.0243;36.05;36.05;LIVE;TBC;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8831852;8602289;2809840;0;09/05/2016;09/05/2016;C_3342;USD/THB;S;USD;15444;36.1956;36.23;36.23;LIVE;TBC;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8832420;8769459;2981711;0;09/05/2016;09/05/2016;C_1629;USD/THB;S;USD;2740;35.3501;35.455;35.455;LIVE;FRC;OW;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832426;8781191;2993681;0;09/05/2016;09/05/2016;C_1629;USD/THB;S;USD;24566.73;35.1501;35.26;35.26;LIVE;FRC;OW;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832438;8679186;2889100;0;09/05/2016;09/05/2016;C_3417;USD/THB;S;USD;2226.24;35.7846;35.85;35.85;LIVE;KSM;TR;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
8830330;8730004;2941249;0;09/05/2016;09/05/2016;C_13868;EUR/THB;S;EUR;1984.34;38.8475;38.92;38.92;LIVE;FRC;OW;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
8830407;8781191;2993681;0;09/05/2016;09/05/2016;C_1629;USD/THB;S;USD;19950;35.1501;35.26;35.26;LIVE;SIL;BC;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832675;8742807;2954327;0;09/05/2016;09/05/2016;C_4894;USD/THB;S;USD;4800;35.3341;35.435;35.435;LIVE;FRC;OW;CJT08153;wanna;PROFWD;CONF;;;CORP;CORP;
8832679;8670706;2880380;0;09/05/2016;09/05/2016;C_11904;USD/THB;S;USD;38599.46;36.0405;36.11;36.11;LIVE;ASK;TR;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832691;8665416;2874834;0;09/05/2016;09/05/2016;C_668;USD/THB;S;USD;30520;36.2857;36.35;36.35;LIVE;SIL;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8830783;8605223;2812840;0;09/05/2016;09/05/2016;C_15299;EUR/THB;S;EUR;7533.75;40.0724;40.17;40.17;LIVE;TPR;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8830799;8652200;2861229;0;09/05/2016;09/05/2016;C_15299;EUR/THB;S;EUR;1700;39.873;40.05;40.05;LIVE;TPR;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8830802;8662790;2872103;0;09/05/2016;09/05/2016;C_15299;EUR/THB;S;EUR;21232;39.9596;40.15;40.15;LIVE;TPR;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8830818;8611124;2818940;0;09/05/2016;09/05/2016;C_15299;USD/THB;S;USD;38000;36.2291;36.27;36.27;LIVE;TPR;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8830832;8688606;2898829;0;09/05/2016;09/05/2016;C_15299;USD/THB;S;USD;9286;35.785;35.87;35.87;LIVE;SMP;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8831695;8811863;3025058;0;09/05/2016;09/05/2016;C_5122;EUR/THB;S;EUR;1056.12;39.6275;40.02;40.02;LIVE;FRC;OW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832081;8811863;3025058;0;09/05/2016;09/05/2016;C_5122;EUR/THB;S;EUR;40060.8;39.6275;40.02;40.02;LIVE;ASK;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832089;8811863;3025058;0;09/05/2016;09/05/2016;C_5122;EUR/THB;S;EUR;4370.81;39.6275;40.02;40.02;LIVE;ASK;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832103;8818420;3031822;0;09/05/2016;09/05/2016;C_5122;EUR/THB;S;EUR;1298.88;39.814;40.23;40.23;LIVE;ASK;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832322;8725227;2936360;0;09/05/2016;09/05/2016;C_12107;EUR/THB;S;EUR;14776.8;39.0412;39.33;39.33;LIVE;ASK;BC;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832331;8725227;2936360;0;09/05/2016;09/05/2016;C_12107;EUR/THB;S;EUR;14097.6;39.0412;39.33;39.33;LIVE;ASK;BC;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832381;8683953;2894060;0;09/05/2016;09/05/2016;C_3216;USD/THB;S;USD;49720;35.8013;35.85;35.85;LIVE;SIL;TR;VAI09054;pattarin;PROFWD;CONF;;;CORP;CORP;
8832412;8767210;2979426;0;09/05/2016;09/05/2016;C_1629;USD/THB;S;USD;13568.27;35.3808;35.485;35.485;LIVE;FRC;OW;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832432;8679186;2889100;0;09/05/2016;09/05/2016;C_3417;USD/THB;S;USD;312455.2;35.7846;35.85;35.85;LIVE;KSM;TR;VAI09054;chutima;PROFWD;CONF;;;CORP;CORP;
8832478;8743896;2955460;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;66664.5;35.2478;35.36;35.36;LIVE;SIL;LC;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832726;8633118;2841485;0;09/05/2016;09/05/2016;C_4866;USD/THB;S;USD;18139.04;36.1362;36.18;36.18;LIVE;SIL;BC;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832484;8745052;2956660;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;3279.89;35.1478;35.26;35.26;LIVE;SIL;LC;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832480;8743896;2955460;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;21020.11;35.2478;35.36;35.36;LIVE;SIL;LC;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832491;8745052;2956660;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;62815.36;35.1478;35.26;35.26;LIVE;SIL;LC;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832738;8666608;2876057;0;09/05/2016;09/05/2016;C_13869;USD/THB;S;USD;353.55;36.1757;36.24;36.24;LIVE;FRC;OW;VAI09054;chutima;PROFWD;CONF;;;CORP;CORP;
8832195;8793966;3006711;0;09/05/2016;09/05/2016;C_5122;USD/THB;S;USD;60937.41;35.1164;35.22;35.22;LIVE;ASK;TR;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832267;8678818;2888721;0;09/05/2016;09/05/2016;C_1446;JPY/THB;S;JPY;6935940;0.301259;0.3028;0.3028;LIVE;SMP;LC;VAI09054;aninitita;PROFWD;CONF;;;CORP;CORP;
8832279;8729027;2940251;0;09/05/2016;09/05/2016;C_3529;EUR/THB;S;EUR;15119.8;38.9254;39.68;39.68;LIVE;PHY;TR;VAI09054;chutima;PROFWD;CONF;;;CORP;CORP;
8832670;8740879;2952364;0;09/05/2016;09/05/2016;C_3433;USD/THB;S;USD;21000;35.351;35.46;35.46;LIVE;FRC;OW;VAI09054;rattana;PROFWD;CONF;;;CORP;CORP;
8832685;8800018;3012925;0;09/05/2016;09/05/2016;C_6949;USD/THB;S;USD;26609.34;35.0131;35.12;35.12;LIVE;FRC;OW;VAI09054;kitipob;PROFWD;CONF;;;CORP;CORP;
8832681;8803079;3016081;0;09/05/2016;09/05/2016;C_6949;USD/THB;S;USD;14244.16;34.9618;35.07;35.07;LIVE;FRC;OW;VAI09054;kitipob;PROFWD;CONF;;;CORP;CORP;
8832697;8749381;2961117;0;09/05/2016;09/05/2016;C_1098;USD/THB;S;USD;80852.25;35.129892;35.23;35.23;LIVE;FRC;OW;VAI09054;oraphin;PROFWD;CONF;;;CORP;CORP;
8832734;8659410;2868633;0;09/05/2016;09/05/2016;C_4178;USD/THB;S;USD;1871.75;36.3893;36.45;36.45;LIVE;SIL;TR;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832736;8659410;2868633;0;09/05/2016;09/05/2016;C_4178;USD/THB;S;USD;122522.23;36.3893;36.45;36.45;LIVE;SIL;TR;CJT08153;oraphin;PROFWD;CONF;;;CORP;CORP;
8832163;8743780;2955335;0;09/05/2016;09/05/2016;C_5122;USD/THB;S;USD;14724.31;35.2918;35.39;35.39;LIVE;ASK;TR;CJT08153;rattana;PROFWD;CONF;;;CORP;CORP;
8832193;8754037;2965919;0;09/05/2016;09/05/2016;C_12594;USD/THB;S;USD;95296.86;35.0377;35.14;35.14;LIVE;SMP;TR;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
8832203;8643497;2852210;0;09/05/2016;09/05/2016;C_3471;USD/THB;S;USD;30240;36.4373;36.49;36.49;LIVE;PHY;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8832226;8643497;2852210;0;09/05/2016;09/05/2016;C_3471;USD/THB;S;USD;56050;36.4373;36.49;36.49;LIVE;PHY;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8832232;8643497;2852210;0;09/05/2016;09/05/2016;C_3471;USD/THB;S;USD;25000;36.4373;36.49;36.49;LIVE;PHY;TR;CJT08153;pattarin;PROFWD;CONF;;;CORP;CORP;
8832234;8754037;2965919;0;09/05/2016;09/05/2016;C_12594;USD/THB;S;USD;234.27;35.0377;35.14;35.14;LIVE;SMP;TR;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
8832240;8754037;2965919;0;09/05/2016;09/05/2016;C_12594;USD/THB;S;USD;54149.56;35.0377;35.14;35.14;LIVE;SMP;TR;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
8832245;8754037;2965919;0;09/05/2016;09/05/2016;C_12594;USD/THB;S;USD;463.99;35.0377;35.14;35.14;LIVE;SMP;TR;CJT08153;chutima;PROFWD;CONF;;;CORP;CORP;
